0,0,214
0,1,253
0,2,229
0,3,253
0,4,250
0,5,212
1,0,272
1,1,212
1,2,253
1,3,204
1,4,202
1,5,233
2,0,248
2,1,241
2,2,202
2,3,166
2,4,194
2,5,196
3,0,208
3,1,189
3,2,240
3,3,212
3,4,192
3,5,201
4,0,210
4,1,199
4,2,267
4,3,234
4,4,215
4,5,245
5,0,246
5,1,212
5,2,211
5,3,219
5,4,221
5,5,245
