0,0,244,131
0,1,217,98
0,2,188,88
0,3,245,113
0,4,215,105
0,5,222,118
1,0,199,102
1,1,178,90
1,2,226,110
1,3,224,119
1,4,232,114
1,5,228,112
2,0,197,111
2,1,259,121
2,2,230,113
2,3,241,122
2,4,182,103
2,5,265,132
3,0,239,119
3,1,210,103
3,2,236,111
3,3,254,113
3,4,222,113
3,5,229,118
4,0,200,107
4,1,226,118
4,2,216,121
4,3,221,98
4,4,174,94
4,5,291,135
5,0,252,117
5,1,179,97
5,2,185,98
5,3,250,122
5,4,210,102
5,5,214,112
